text,expected_label,predicted_label,confidence,correct,prob_joy,prob_sadness,prob_anger,prob_fear,prob_disgust
When I went home on holidays I found that my niece and nephew had passed away I was very sad for the children were not even sick before death but suddenly died.,sadness,sadness,0.8356130123138428,True,0.0445,0.8356,0.0286,0.0307,0.0241
"When I passed my driving test, as it was the fifth time that I had taken this test.",joy,joy,0.5670672059059143,True,0.5671,0.0474,0.0292,0.0396,0.0352
When my boyfriend last told me he loved me after I gave him an impulsive kiss.,joy,joy,0.3515695631504059,True,0.3516,0.2609,0.0714,0.0682,0.0839
Finding out the great difference between China and the West in science.,fear,joy,0.5226465463638306,False,0.5226,0.0486,0.0416,0.0526,0.0828
My car had been towed away by the traffic police because it had been wrongly parked. However the sign had been put up only after I had already parked.,anger,surprise,0.37170106172561646,False,0.0918,0.1648,0.1208,0.1712,0.0797
I felt sad when my boyfriend and I were apart for some time.,sadness,sadness,0.8696829676628113,True,0.0343,0.8697,0.0289,0.0229,0.0227
My friend and I were to attend a very important meeting and he had promised to come and pick me up. But he did not turn up and I felt very angry at him.,anger,anger,0.8162081837654114,True,0.0169,0.0859,0.8162,0.026,0.0293
Receiving a letter from a boy I care.,joy,joy,0.6880097389221191,True,0.688,0.054,0.0275,0.0577,0.0469
"When I lost a wallet while travelling, since it belonged to the group I was very afraid.",fear,fear,0.6691952347755432,True,0.0269,0.1507,0.0469,0.6692,0.0507
There was a cup final match between Limbe Leaf Wanderers and Silver Strikers and someone promised to give me some money for admission fee to watch this game. Unfortunately he did not give me.,anger,surprise,0.4115690290927887,False,0.2236,0.1466,0.0587,0.0972,0.0624
Canoeing across harbour in winds - 20 knots and rising seas.,fear,joy,0.5407172441482544,False,0.5407,0.0615,0.0523,0.0778,0.1127
This feeling I sensed quite recently. It was arisen by the terrific thought that I might lose the man I loved !,fear,surprise,0.49703100323677063,False,0.2925,0.0844,0.0366,0.0563,0.0332
"My parents attitude towards each other when they should become reconciled, despite my father's long-time addiction.",disgust,joy,0.5128116011619568,False,0.5128,0.1505,0.0415,0.0808,0.0891
"My paternal grandmother had died. We weren't close but she was blood. I didn't cry but I was sad, partly due to her death and partly I think, due to the fact that I couldn't/didn't cry.",sadness,sadness,0.8103697896003723,True,0.0425,0.8104,0.0382,0.0411,0.0326
I remember that when my mother died the day was sad and every time I think of it I am saddened by the loss of my mother.,sadness,sadness,0.8020887970924377,True,0.0539,0.8021,0.0422,0.0378,0.0292
"When I was about to write my Junior Certificate Exams, I received sad news telling me that my elder sister had passed away.",sadness,sadness,0.8075265884399414,True,0.0335,0.8075,0.0396,0.0456,0.0242
I missed the train and had to wait for the next for two hours. For this reason I missed an appointment which had been very important for me.,anger,sadness,0.5200245380401611,False,0.0602,0.52,0.0812,0.1375,0.0387
"When an unpleasant person tried to make friends with me. A subtle, small, insignificant, grey being whose helplessness and neutrality evoked the feeling of disgust in me.",disgust,disgust,0.7428533434867859,True,0.0262,0.0705,0.1039,0.0287,0.7429
When I received my TE Score and my acceptance from University - it had been a goal since I left the bank a year earlier.,joy,joy,0.7905396223068237,True,0.7905,0.0254,0.0187,0.0228,0.0216
I felt it when I received a letter telling that I had been classified in a national concourse of p... I felt happy and vanity about it.,joy,joy,0.6360859870910645,True,0.6361,0.1854,0.0349,0.0348,0.0391
When my oldest sister discovered that her boyfriend had another girl.,disgust,surprise,0.39730945229530334,False,0.1645,0.1618,0.0614,0.1487,0.0663
A lecturer in great detail spoke about his sexual experiences.,disgust,joy,0.6761323809623718,False,0.6761,0.0532,0.0374,0.0375,0.0748
People having a football match outside the window during the lecture.,anger,disgust,0.2906683385372162,False,0.2794,0.093,0.0812,0.1075,0.2907
When I get home late my father scolds me and this makes me angry.,anger,anger,0.8930100798606873,True,0.01,0.0236,0.893,0.0237,0.0344
I came across a woman in town who was very drunk. She was swearing at everyone and carried on drinking even though she could hardly stand.,disgust,disgust,0.2548142373561859,True,0.0957,0.1558,0.1607,0.1002,0.2548
"While in the army, I was treated unfairly by my superiors. I was held responsible for a deed of which I was innocent.",anger,disgust,0.5171718001365662,False,0.0359,0.0578,0.3016,0.0379,0.5172
When my present boyfriend asked me initially to go out with him I had waited a long time for this to occur.,joy,surprise,0.5684378743171692,False,0.1997,0.0963,0.0297,0.0736,0.0323
I got caught shoplifting a package of gummy bears.,fear,surprise,0.45440033078193665,False,0.2722,0.0366,0.067,0.07,0.0997
When I woke up after a nightmare.,sadness,sadness,0.36918556690216064,True,0.1423,0.3692,0.0621,0.0996,0.0674
Quarrel in the family.,anger,disgust,0.41956156492233276,False,0.0539,0.1185,0.2924,0.0673,0.4196
I learnt from the newspaper that I had been accepted at the Chinese university of H.K. It was 7 o'clock in the morning. Later I told my family and relatives about it and had tea with them very joyfully.,joy,joy,0.825856626033783,True,0.8259,0.0354,0.0197,0.0219,0.0257
Death of grandfather (unexpected).,sadness,surprise,0.41233938932418823,False,0.079,0.1793,0.0895,0.1456,0.0942
"When my boyfriend openly let me down, preferring another girl.",sadness,disgust,0.5463292002677917,False,0.0543,0.1529,0.1247,0.0684,0.5463
I was disgusted the other day I was told to take off the dog's faeces around the house since they smelled bad I did the job but in the end I felt disgusted.,disgust,disgust,0.8935894966125488,True,0.0174,0.0153,0.0447,0.0131,0.8936
There was a family fight in my house some time back. My uncle had given me a watch as a present and I lost it. During the fight he accused me of having sold the watch. I was disgusted at his false accusations.,disgust,disgust,0.7271039485931396,True,0.0185,0.0241,0.1899,0.017,0.7271
"When my father did not get back from Chipata on time, he was thus holding back progress as everything depended on him. I felt angry over his actions.",anger,anger,0.8433788418769836,True,0.0137,0.0738,0.8434,0.0239,0.0253
"When I heard on the radio that the football match in Belgium had ended in a catastrophe, and several people had died. I could not á understand how normal people could behave in such a way.",anger,surprise,0.4433799088001251,False,0.0721,0.2015,0.0847,0.1004,0.098
"On holiday, seeing the lanscape in Gerona.",joy,joy,0.6631631255149841,True,0.6632,0.0594,0.0323,0.049,0.0674
A person whom I thought to be honest took and spend the little money that I had and I had no way of getting any money in the few following months.,disgust,joy,0.6049582362174988,False,0.605,0.0821,0.0309,0.0484,0.051
My girl-friend did not understand me; I was angry with myself because I had problems when we seperated - I could not resign myself to it.,anger,anger,0.7276352643966675,True,0.0203,0.1538,0.7276,0.025,0.0461
Reading a letter from a close friend who said he missed me and cared for me.,joy,joy,0.778770923614502,True,0.7788,0.0538,0.0237,0.0292,0.0326
 No response.,fear,surprise,0.5193027853965759,False,0.0621,0.1329,0.1063,0.092,0.0874
"I was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation. I was really surprised and joy was the first emotion I felt, though behind it there was worry - how shall I succeed ?",joy,surprise,0.6553375720977783,False,0.2303,0.0327,0.0242,0.0342,0.0232
The death of a close friend.,sadness,sadness,0.4107511341571808,True,0.159,0.4108,0.0848,0.1052,0.139
When I saw a fight I had a physical reaction of disgust and of deep perturbation.,disgust,disgust,0.711330235004425,True,0.0261,0.0452,0.1387,0.0341,0.7113
I was studying in the library and a class-mate told me that she had obtained a grant to work in the library.,joy,joy,0.6175534725189209,True,0.6176,0.0525,0.0311,0.0524,0.0366
A close person lied to me.,anger,disgust,0.28486132621765137,False,0.0652,0.2375,0.1545,0.1389,0.2849
We went fishing some 5 or 8 kilometers off the shore of Lake Malawi. Before we could settle down the lake became very rough to the point of threatening our lives.,fear,anger,0.24057163298130035,False,0.0584,0.168,0.2406,0.2139,0.2156
"When I missed crashing, by a hair's breadth, into a man who came out 20 metres ahead of me when I was driving at 110km/h.",fear,surprise,0.4695076048374176,False,0.1318,0.1311,0.0697,0.1124,0.0855
I was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals.,anger,anger,0.8997493386268616,True,0.0113,0.0241,0.8997,0.017,0.0298
I made a long-distance call to people rather close to me and I thought about the sad incident that had happened to them in the near past; I knew that they were thinking about it too when I made the call.,sadness,joy,0.32208308577537537,False,0.3221,0.264,0.0381,0.1294,0.0575
I was double crossing Mercy and Maria. They one day came to know each other. I was found by Mercy red-haded when I was with Maria.,disgust,joy,0.5686618089675903,False,0.5687,0.0927,0.0318,0.0383,0.0414
A friend's mother died.,sadness,sadness,0.5787007212638855,True,0.0854,0.5787,0.0785,0.0941,0.092
When I saw a large spider crawling up the wall.,fear,surprise,0.4965827167034149,False,0.0962,0.0997,0.0654,0.1182,0.1239
At an unjust insult or injure.,sadness,disgust,0.7130675315856934,False,0.0345,0.0275,0.1478,0.0368,0.7131
"My son lives with my parents in the country and I feel this feeling always when leaving for Sofia, but the last time it was quite strong.",sadness,joy,0.6741164326667786,False,0.6741,0.1531,0.0247,0.0448,0.0317
Being in love for the first time.,joy,joy,0.7180675864219666,True,0.7181,0.0514,0.028,0.0361,0.0439
When my grandmother died - at her funeral.,sadness,joy,0.32359710335731506,False,0.3236,0.2523,0.0642,0.0832,0.1094
When I got permission to study at a place which was far away from my home.,joy,joy,0.6282603144645691,True,0.6283,0.0637,0.0236,0.0613,0.0449
"My sister came back home and reproached me for not having tidied up the house, although I had been working all morning and she had done nothing.",anger,sadness,0.4544300138950348,False,0.1826,0.4544,0.1428,0.0402,0.0664
"When I had to move away from home to study, and I knew that I would not be coming back home for a long time.",sadness,sadness,0.5920486450195312,True,0.0746,0.592,0.0373,0.1533,0.0413
"My sister had to undergo a very complicated operation, her eyesight was at stake.",fear,sadness,0.46811988949775696,False,0.0422,0.4681,0.1552,0.1987,0.0612
"When I come home in the evening, the first thing I do is to sit down and smoke a cigarette. One day I found the flat in a totally desolate state. My girl-friend had wanted to tidy up but had not finished.",anger,sadness,0.4967728555202484,False,0.1451,0.4968,0.0496,0.0833,0.0676
When I was appointed by the Ministry of health to join the teaching staff of one of the medical colleges.,joy,joy,0.6439335942268372,True,0.6439,0.0414,0.0314,0.0534,0.0446
After a motor accident (I was the frong-seat-passenger) I spit blood.,fear,disgust,0.4506858289241791,False,0.0407,0.0504,0.3282,0.0856,0.4507
Death of my grnadfather after having been in hospital for so long with cancer of the Oesophagus.,sadness,sadness,0.3936484754085541,True,0.1425,0.3936,0.111,0.082,0.1912
In a discussion the leader wanted to stop because she was of the opinion that we were not involved and she misjudged our reactions as negative. We however only posed several questions which she couldn't answer.,anger,surprise,0.2556306719779968,False,0.0664,0.1966,0.1582,0.1755,0.1477
"When, after having cleaned up the kitchen, two hours later I saw that there was a big mess. It irritated me very much.",anger,anger,0.793624997138977,True,0.0128,0.0672,0.7936,0.0299,0.0642
"1976, Soweto uprising in South Africa and the racist Gout's reaction to the students demands concerning the educational system.",sadness,disgust,0.6297792792320251,False,0.0525,0.0504,0.1206,0.0784,0.6298
I was neglected undeservedly.,anger,sadness,0.7461647391319275,False,0.0314,0.7462,0.0998,0.0288,0.0578
My fiancT's family was adopting a 5 years old boy. I felt myself close to him as I never felt before. After some time his mother demanded the care of the kid and we were obliged to send him back.,sadness,joy,0.7101239562034607,False,0.7101,0.0815,0.0259,0.0378,0.0345
"When a teacher though pretending to be a highly cultivated teacher and a man, slapped a classmate of mine in the face quite undeservedly.",anger,disgust,0.45956188440322876,False,0.039,0.04,0.3316,0.0459,0.4596
Obscene phone call where the person knew my name.,fear,disgust,0.7546713948249817,False,0.033,0.0288,0.0993,0.0399,0.7547
I went to a fair where a guy who was drunk kept bothering me and in the end I got really angry.,anger,anger,0.8608378171920776,True,0.0144,0.0366,0.8608,0.021,0.047
I was seriously injured in a road accident. The very first steps I took with only one crutch to support me I felt so good. I enjoy being alive.,joy,joy,0.8953232169151306,True,0.8953,0.0254,0.0159,0.0154,0.0187
Joy for me is when all my family gather around home for special occasions as Christmas etc. It really gives me joy to see my family and relatives and to observe natures productivity process which have been going on for centuries.,joy,joy,0.8912452459335327,True,0.8912,0.0214,0.0182,0.0165,0.0211
