text,expected_label,predicted_label,confidence,correct,prob_joy,prob_sadness,prob_anger,prob_fear,prob_disgust
Finding out that my grandfather had died. He lived in England and I had not seen him for 10 years.,sadness,surprise,0.28997087478637695,False,0.1229,0.2757,0.0773,0.1606,0.0735
Getting a phone call from a very old friend.,joy,fear,0.5068978071212769,False,0.0708,0.0896,0.1152,0.5069,0.1052
When the contract about my shop was signed.,joy,surprise,0.4683369994163513,False,0.1489,0.0621,0.1115,0.096,0.1131
When a close friend of mine collapsed and passed away and the illness was not known.,sadness,sadness,0.6820141673088074,True,0.144,0.682,0.0258,0.0547,0.0295
"When my daughter gave her solo dance performance in Poona and there was a big applause, I was overjoyed.",joy,joy,0.8616018295288086,True,0.8616,0.0332,0.015,0.0196,0.0105
This issue worried me rather than saddening me. In mid September I went to Guanggho alone. I was looking for an accomodation in the evening and after having walked 2 or 3 miles I still could not find anything. What could I do? I was not worried about sleeping on the streets but because of some procedural problems. I finally found a place to sleep at 8 o'clock.,sadness,fear,0.5905206203460693,False,0.1258,0.1951,0.0267,0.5905,0.0251
I was told to do something I did not want to do.,anger,fear,0.235433429479599,False,0.103,0.1714,0.1525,0.2354,0.154
When I failed a test at my primary school. I was then in grade 7 and we were about to take the main exam.,sadness,joy,0.43908727169036865,False,0.4391,0.2679,0.0457,0.0998,0.0284
When I go out alone at night.,fear,fear,0.618389368057251,True,0.02,0.0425,0.1673,0.6184,0.1212
"My classmate at TISS has the habit of biting his nails and ever since my childhood I have never liked this habit. This person is near me in class, dining hall and the campus so I suggested that he should stop biting his nails. However he found it difficult and my disgust feelings have not changed.",disgust,disgust,0.6060742735862732,True,0.0192,0.0974,0.168,0.0733,0.6061
My father had an operation which lasted for hours. We were all very worried but it was successful.,joy,joy,0.3324180543422699,True,0.3324,0.2822,0.1092,0.1307,0.0415
I get angry when my smaller brother misbehaves and talks with indecent words.,anger,anger,0.912086009979248,True,0.0052,0.0167,0.9121,0.0222,0.0353
When I heard the news of my grandfather's sudden death.,sadness,surprise,0.5637878179550171,False,0.1289,0.1352,0.0444,0.0805,0.0472
My boyfriend told me that I had very high demands towards him. In my opinion this was wrong.,anger,disgust,0.7537444829940796,False,0.0214,0.0696,0.0616,0.0365,0.7537
In a situation whereby a friend's actions were deliberately against my wishes and (with) no regard to my feelings.,anger,disgust,0.6782046556472778,False,0.014,0.0432,0.1316,0.0584,0.6782
Failing examn.,sadness,disgust,0.3326145112514496,False,0.0457,0.0672,0.2606,0.1062,0.3326
"Our neighbour came and gossiped, about others, with my parents.",disgust,fear,0.36928701400756836,False,0.2114,0.1463,0.0952,0.3693,0.1001
"I had a summer job in Sweden, and my boyfriend came to meet me on my birthday.",joy,joy,0.6853346228599548,True,0.6853,0.074,0.0324,0.0804,0.0202
A close friend decided to stop with his study and to go back home.,sadness,sadness,0.4929177165031433,True,0.2762,0.4929,0.0323,0.1012,0.0381
I had an important amount of money with me and felt fear of being assaulted.,fear,fear,0.76812344789505,True,0.0435,0.0801,0.0357,0.7681,0.0516
"When I woke up one morning and went to the kitchen I discovered that our dog had diarrhoea. There were small ""piles"" all over the floor and the smell was choking.",disgust,disgust,0.39871546626091003,True,0.0197,0.1942,0.2941,0.0583,0.3987
A drunken man forced me to kiss him.,disgust,disgust,0.5472720861434937,True,0.0161,0.0504,0.3112,0.0466,0.5473
Listening to the opening bars of Tchaikovsdy's symphony No.2 fourth movement at my sister's wedding.,joy,surprise,0.2591444253921509,False,0.175,0.0664,0.1254,0.1844,0.1897
My father has a chronic desease. In the autumn of 1983 he had a very strong fit or seizure.,fear,sadness,0.6650316119194031,False,0.0754,0.665,0.0775,0.1107,0.0321
"My father had a complicated operation. A long time before and also a long time after that, we did not know how he would get over it. During all that time I felt very sad.",sadness,sadness,0.8784559965133667,True,0.0405,0.8785,0.0218,0.0233,0.0159
When I received a letter from the university telling me that my application had been accepted.,joy,joy,0.6738216280937195,True,0.6738,0.1228,0.0146,0.0322,0.0192
A murder.,anger,disgust,0.6263267397880554,False,0.0225,0.0498,0.1533,0.0682,0.6263
When my father died.,sadness,sadness,0.40979188680648804,True,0.0549,0.4098,0.1337,0.1579,0.0862
Car accident nearly occurred between us and drunk driver coming in opposite direction it missed us by approx 1 m and collided (after rolling twice midair) into nearby scrub.,fear,sadness,0.3031349182128906,False,0.1631,0.3031,0.158,0.1136,0.1017
"At end of school - function to ""celebrate"" ? Leaving friends who I'd known for up to 12 years.",sadness,surprise,0.292068749666214,False,0.1736,0.218,0.07,0.1352,0.1111
During labour when the foetal sounds became faint and there was a big alert for a forceps delivery.,fear,fear,0.3379611670970917,True,0.1721,0.1764,0.0795,0.338,0.081
My bicycle was demolished.,anger,anger,0.4440819323062897,True,0.0306,0.2036,0.4441,0.0446,0.2058
"When I took blood from a patient for alcohol estimation and urine for some other examination, he told me that something bad would happen to me as he would play magic on me.",fear,fear,0.39907437562942505,True,0.1811,0.188,0.0717,0.3991,0.0585
"Once again, my life partner came back home drunk at midnight.",disgust,anger,0.5053386092185974,False,0.0358,0.1331,0.5053,0.0404,0.1899
"I moved to a flat. A friend who had lived there before, had left the flat in a terrible mess. I was very angry about that sloppiness and impudence.",anger,anger,0.9031440615653992,True,0.005,0.0331,0.9031,0.0154,0.0346
I was very happy when I passed the B.A with first class marks.,joy,joy,0.8952338695526123,True,0.8952,0.0498,0.0079,0.0172,0.0083
I felt happy when my mother gave birth to a son who is the last born in the family.,joy,joy,0.8691154718399048,True,0.8691,0.0722,0.0094,0.0189,0.0095
"I detest any kind of constraint and hate the attempts of elder people to force me to a norm of behavior without having legal or moral rights to do it. I felt this emotion when a neighbour of mine made me kick out my guests because they had talked very loudly and threatened that with ""connections"" she will expel me from the inst.",disgust,anger,0.40478408336639404,False,0.0123,0.1204,0.4048,0.0503,0.3869
When I saw that my bed at the hostel was a mess I guessed that someone else had used my daily necessities. I felt that my personal sanity had been affected.,anger,fear,0.4159150719642639,False,0.0438,0.2821,0.0703,0.4159,0.1008
Some foreign students playing loud music late at night.,disgust,disgust,0.4317845404148102,True,0.0454,0.0348,0.1719,0.2481,0.4318
"Earlier, I was afraid of speaking in front of a crowd of people.",fear,fear,0.8840363621711731,True,0.0247,0.0232,0.0182,0.884,0.0162
"Walking along the beach with a friend (another girl), talking, picking up shells, laughing, chasing seagulls.",joy,fear,0.2693113386631012,False,0.1776,0.0519,0.2094,0.2693,0.2043
When I was accepted as a student of Psychology here at Gutttenburg.,joy,joy,0.5837965607643127,True,0.5838,0.125,0.0172,0.0457,0.0426
When I realized that I loved someone of the opposite sex.,joy,surprise,0.4681607782840729,False,0.1632,0.1729,0.0527,0.0615,0.0816
"I was rushing home from school because there was a 49er game that night. I got into a non-injury accident, which was all my fault, but destroyed the front of my car. The truck I hit was undamaged.",anger,sadness,0.5199830532073975,False,0.1724,0.52,0.0924,0.1003,0.0424
I was disgusted at the way the bus conductor threw out an old woman oiut of the mini-bus simply because she could not pay the fare for her luggage.,disgust,disgust,0.833516538143158,True,0.0069,0.0208,0.1141,0.0082,0.8335
Mugged while on holiday in the U.S.A.,fear,disgust,0.5771194100379944,False,0.0282,0.0362,0.1737,0.0844,0.5771
When I failed the grade seven examination.,sadness,sadness,0.31412869691848755,True,0.0514,0.3141,0.253,0.1032,0.1369
 When mix was coming from column for several days.,disgust,surprise,0.27027949690818787,False,0.147,0.1679,0.1091,0.1836,0.1222
I received money from my father at a time when I was completely broken.,joy,sadness,0.6973233222961426,False,0.1434,0.6973,0.0351,0.0432,0.025
I received the mid-term exam paper of one of my major subjects and I found that I had failed it.,sadness,sadness,0.4710230231285095,True,0.3288,0.471,0.0254,0.0636,0.0305
Had fear of losing husband.,fear,fear,0.603181779384613,True,0.024,0.0686,0.1012,0.6032,0.1504
"When I tried to explain to a plumber, face to face, that the toilet was broken and he did not believe it (it had been mended ten times).",anger,anger,0.375450074672699,True,0.0488,0.1903,0.3755,0.188,0.1229
Got a present from my friend for my birthday.,joy,joy,0.782943069934845,True,0.7829,0.0764,0.0144,0.0695,0.0163
Reunion with my wife after a legal separation.,joy,surprise,0.26859793066978455,False,0.2427,0.1134,0.1227,0.0869,0.1656
"When I saw a TV program on the North American military plan called ""The startwar"".",fear,joy,0.40790635347366333,False,0.4079,0.1131,0.0293,0.0776,0.048
Saw my father with that woman he is married to now.,disgust,surprise,0.438522070646286,False,0.1149,0.0755,0.0777,0.0797,0.2137
When somebody made me touch human faeces.,disgust,disgust,0.528748095035553,True,0.0362,0.0349,0.1828,0.125,0.5287
"The carterer refused to give me sugar to add to my tea saying that there was no sugar whilst it was there, so I left the cafe disgusted without taking the tea.",disgust,disgust,0.500222384929657,True,0.0168,0.0877,0.3478,0.0221,0.5002
"Having to decide on a termination of a pregnancy, after discussing it with friends, family and the man involved.",sadness,anger,0.2936331331729889,False,0.0353,0.1805,0.2936,0.1901,0.2168
When my parents did not let me go on a study tour.,sadness,anger,0.3544200658798218,False,0.0384,0.2154,0.3544,0.144,0.1459
I was at school whhen I received a letter from the dean of my school congratulating me for my performance at the previous year's exam. ,joy,joy,0.8240762948989868,True,0.8241,0.0717,0.0139,0.0228,0.0138
Found out that me and my best friend are both chosen for the English lectures.,joy,surprise,0.3333522081375122,False,0.3312,0.0693,0.0679,0.1129,0.0854
When I realized that I was far behind the others in the language course and I could no longer catch up with the others.,anger,sadness,0.6941118240356445,False,0.0989,0.6941,0.0372,0.0735,0.0241
First time in anatomy.,fear,surprise,0.45513808727264404,False,0.166,0.0371,0.0784,0.0756,0.1878
One night my father suddenly suffered from a heart attack which lead to breathing difficulties.,sadness,sadness,0.7077164053916931,True,0.0763,0.7077,0.0724,0.0857,0.0247
When I was told that my father had passed away.,sadness,sadness,0.4239702820777893,True,0.1046,0.424,0.0684,0.1058,0.0434
"I took a psych. experiment with a totally unappealing gay man as the experimentor, some homosexuals are funny or cute, but this guy was disgusting. Plus the experiment was about gays too.",disgust,disgust,0.6661866903305054,True,0.0552,0.0513,0.0716,0.0382,0.6662
I discovered some pornographic literature in a workmates drawers. The literature featured pictures of naked women defecating on one another.,disgust,disgust,0.6842382550239563,True,0.0485,0.0405,0.0869,0.0528,0.6842
When I was victimized for running away with a girl who was somebody else's wife and niece at the same time. I was very angry over this issue because I was told to pay him money after having been punished for it. ,anger,anger,0.9095537662506104,True,0.0053,0.0336,0.9096,0.0141,0.0281
When my ex-girlfriend and I discovered that there was a certain risk of her being pregnant.,sadness,sadness,0.38618937134742737,True,0.1898,0.3862,0.0413,0.1075,0.0667
I was at home alone and my mother had asked me to heat the house. I put too much fuel into the stove. It began to glow and there was a noise in the whole house as if it was going to explode.,fear,anger,0.5835380554199219,False,0.0203,0.0824,0.5835,0.1731,0.0929
"Two boys whom I know were telling me, in an indecent manner, how they had teased a young and shy girl I know. They had despised her conviction, scorned and touched her. I got very angry and did not try to conceal it and gave it back to them.",anger,anger,0.7469548583030701,True,0.0083,0.0506,0.747,0.0247,0.1539
I finished my homework; an important task.,joy,joy,0.8054152727127075,True,0.8054,0.1012,0.0117,0.0289,0.0119
Waiting for my girlfriend to come from her apt. to mine. She was very late and I thought something awful had happened.,fear,sadness,0.5146864652633667,False,0.0761,0.5147,0.0991,0.1249,0.0467
So as to be closer to the university I have left home and moved into Auckland. It now seems as if I have left home - especially my family - forever.,sadness,sadness,0.456207275390625,True,0.1901,0.4562,0.0325,0.2322,0.0277
Seeing my sister after about 2 years of not seeing her. Only spent 1 hour or so before she was off overseas with her husband for 3 months.,joy,joy,0.3567943274974823,True,0.3568,0.3479,0.0387,0.0728,0.0443
When I was little I lost control of my bike and started to go into a buay intersection but my neighbor stopped me just in time.,fear,anger,0.34246107935905457,False,0.0969,0.0912,0.3425,0.0927,0.1174
"I felt very sad when I left home because I could not stand it any longer. I do not regret it, but I missed my little sister very much (and she missed me). These feelings wear off over time.",sadness,sadness,0.8524324893951416,True,0.0392,0.8524,0.0322,0.0388,0.02
"When a friend, who has been with me at school, failed to make it to UNZA.",sadness,anger,0.44116663932800293,False,0.0235,0.1627,0.4412,0.1557,0.1481
When I went home on holidays I found that my niece and nephew had passed away I was very sad for the children were not even sick before death but suddenly died.,sadness,sadness,0.8347339630126953,True,0.0607,0.8347,0.0283,0.0266,0.0204
"When I passed my driving test, as it was the fifth time that I had taken this test.",joy,joy,0.5475879907608032,True,0.5476,0.1639,0.0316,0.05,0.0341
When my boyfriend last told me he loved me after I gave him an impulsive kiss.,joy,disgust,0.3026074469089508,False,0.0575,0.0685,0.1922,0.0839,0.3026
Finding out the great difference between China and the West in science.,fear,joy,0.3260916769504547,False,0.3261,0.047,0.1078,0.1088,0.1764
My car had been towed away by the traffic police because it had been wrongly parked. However the sign had been put up only after I had already parked.,anger,sadness,0.3629027009010315,False,0.1223,0.3629,0.1608,0.0746,0.1276
I felt sad when my boyfriend and I were apart for some time.,sadness,sadness,0.9083241820335388,True,0.024,0.9083,0.0224,0.0161,0.0149
My friend and I were to attend a very important meeting and he had promised to come and pick me up. But he did not turn up and I felt very angry at him.,anger,anger,0.8862608671188354,True,0.0057,0.0506,0.8863,0.0202,0.0275
Receiving a letter from a boy I care.,joy,joy,0.2868454158306122,True,0.2868,0.0739,0.1076,0.1676,0.1325
"When I lost a wallet while travelling, since it belonged to the group I was very afraid.",fear,fear,0.7910833954811096,True,0.0326,0.099,0.0482,0.7911,0.0135
There was a cup final match between Limbe Leaf Wanderers and Silver Strikers and someone promised to give me some money for admission fee to watch this game. Unfortunately he did not give me.,anger,fear,0.2248222976922989,False,0.1868,0.1871,0.146,0.2248,0.1015
Canoeing across harbour in winds - 20 knots and rising seas.,fear,joy,0.4809647500514984,False,0.481,0.0646,0.0725,0.1676,0.0982
This feeling I sensed quite recently. It was arisen by the terrific thought that I might lose the man I loved !,fear,surprise,0.3980204164981842,False,0.1972,0.1177,0.0288,0.2251,0.0332
"My parents attitude towards each other when they should become reconciled, despite my father's long-time addiction.",disgust,disgust,0.4387539029121399,True,0.076,0.1812,0.066,0.1546,0.4388
"My paternal grandmother had died. We weren't close but she was blood. I didn't cry but I was sad, partly due to her death and partly I think, due to the fact that I couldn't/didn't cry.",sadness,sadness,0.7994387745857239,True,0.0624,0.7994,0.0317,0.0588,0.0214
I remember that when my mother died the day was sad and every time I think of it I am saddened by the loss of my mother.,sadness,sadness,0.7886137366294861,True,0.0397,0.7886,0.0515,0.0755,0.0222
"When I was about to write my Junior Certificate Exams, I received sad news telling me that my elder sister had passed away.",sadness,sadness,0.8264856934547424,True,0.0491,0.8265,0.0249,0.0507,0.0173
I missed the train and had to wait for the next for two hours. For this reason I missed an appointment which had been very important for me.,anger,sadness,0.4444788694381714,False,0.0633,0.4445,0.145,0.2791,0.0233
"When an unpleasant person tried to make friends with me. A subtle, small, insignificant, grey being whose helplessness and neutrality evoked the feeling of disgust in me.",disgust,disgust,0.8112261891365051,True,0.0129,0.0543,0.0605,0.0338,0.8112
When I received my TE Score and my acceptance from University - it had been a goal since I left the bank a year earlier.,joy,joy,0.8227705359458923,True,0.8228,0.051,0.0112,0.022,0.0125
I felt it when I received a letter telling that I had been classified in a national concourse of p... I felt happy and vanity about it.,joy,joy,0.7308267951011658,True,0.7308,0.1567,0.0112,0.0293,0.0174
When my oldest sister discovered that her boyfriend had another girl.,disgust,surprise,0.36331912875175476,False,0.046,0.1671,0.2014,0.056,0.1662
A lecturer in great detail spoke about his sexual experiences.,disgust,surprise,0.30589935183525085,False,0.2158,0.068,0.0995,0.058,0.2527
People having a football match outside the window during the lecture.,anger,disgust,0.5058463215827942,False,0.0468,0.0286,0.1811,0.1594,0.5058
When I get home late my father scolds me and this makes me angry.,anger,anger,0.9058933854103088,True,0.0063,0.0227,0.9059,0.0321,0.0246
I came across a woman in town who was very drunk. She was swearing at everyone and carried on drinking even though she could hardly stand.,disgust,anger,0.61622154712677,False,0.0128,0.075,0.6162,0.0699,0.1965
"While in the army, I was treated unfairly by my superiors. I was held responsible for a deed of which I was innocent.",anger,disgust,0.5943862199783325,False,0.0178,0.1226,0.2087,0.0323,0.5944
When my present boyfriend asked me initially to go out with him I had waited a long time for this to occur.,joy,surprise,0.4184948205947876,False,0.2233,0.1974,0.0284,0.0953,0.0371
I got caught shoplifting a package of gummy bears.,fear,anger,0.4484690725803375,False,0.0265,0.0604,0.4485,0.1878,0.2258
When I woke up after a nightmare.,sadness,sadness,0.32633286714553833,True,0.1403,0.3263,0.1345,0.1473,0.0673
Quarrel in the family.,anger,anger,0.4138788878917694,True,0.0143,0.0478,0.4139,0.1044,0.385
I learnt from the newspaper that I had been accepted at the Chinese university of H.K. It was 7 o'clock in the morning. Later I told my family and relatives about it and had tea with them very joyfully.,joy,joy,0.814081609249115,True,0.8141,0.072,0.0144,0.0327,0.0136
Death of grandfather (unexpected).,sadness,surprise,0.3997335731983185,False,0.0287,0.0928,0.2173,0.1041,0.1573
"When my boyfriend openly let me down, preferring another girl.",sadness,disgust,0.5298281908035278,False,0.0098,0.0591,0.3078,0.0505,0.5298
I was disgusted the other day I was told to take off the dog's faeces around the house since they smelled bad I did the job but in the end I felt disgusted.,disgust,disgust,0.8189528584480286,True,0.0135,0.0351,0.1018,0.012,0.819
There was a family fight in my house some time back. My uncle had given me a watch as a present and I lost it. During the fight he accused me of having sold the watch. I was disgusted at his false accusations.,disgust,disgust,0.6796475052833557,True,0.01,0.0457,0.2289,0.0134,0.6796
"When my father did not get back from Chipata on time, he was thus holding back progress as everything depended on him. I felt angry over his actions.",anger,anger,0.9113710522651672,True,0.0054,0.0314,0.9114,0.0135,0.0286
"When I heard on the radio that the football match in Belgium had ended in a catastrophe, and several people had died. I could not á understand how normal people could behave in such a way.",anger,disgust,0.4316577911376953,False,0.0215,0.0782,0.1701,0.0454,0.4317
"On holiday, seeing the lanscape in Gerona.",joy,joy,0.34638381004333496,True,0.3464,0.0538,0.1059,0.1511,0.1234
A person whom I thought to be honest took and spend the little money that I had and I had no way of getting any money in the few following months.,disgust,sadness,0.5777841210365295,False,0.1724,0.5778,0.0431,0.0646,0.0482
My girl-friend did not understand me; I was angry with myself because I had problems when we seperated - I could not resign myself to it.,anger,anger,0.7676249742507935,True,0.0124,0.1489,0.7676,0.0209,0.0352
Reading a letter from a close friend who said he missed me and cared for me.,joy,joy,0.2837357521057129,True,0.2837,0.1037,0.0764,0.2379,0.1203
 No response.,fear,surprise,0.4489038586616516,False,0.0521,0.0731,0.1916,0.0582,0.176
"I was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation. I was really surprised and joy was the first emotion I felt, though behind it there was worry - how shall I succeed ?",joy,surprise,0.6588324308395386,False,0.2142,0.0351,0.0184,0.058,0.0155
The death of a close friend.,sadness,disgust,0.3322862982749939,False,0.025,0.1883,0.1996,0.154,0.3323
When I saw a fight I had a physical reaction of disgust and of deep perturbation.,disgust,disgust,0.7956928610801697,True,0.0189,0.0304,0.0441,0.016,0.7957
I was studying in the library and a class-mate told me that she had obtained a grant to work in the library.,joy,joy,0.5973365902900696,True,0.5973,0.1711,0.0297,0.0849,0.0245
A close person lied to me.,anger,disgust,0.5754817128181458,False,0.0189,0.0546,0.171,0.1081,0.5755
We went fishing some 5 or 8 kilometers off the shore of Lake Malawi. Before we could settle down the lake became very rough to the point of threatening our lives.,fear,sadness,0.3057292699813843,False,0.1219,0.3057,0.1438,0.2886,0.0809
"When I missed crashing, by a hair's breadth, into a man who came out 20 metres ahead of me when I was driving at 110km/h.",fear,surprise,0.21496108174324036,False,0.1262,0.1966,0.1736,0.1968,0.0919
I was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals.,anger,anger,0.9171894192695618,True,0.005,0.0239,0.9172,0.0173,0.0281
I made a long-distance call to people rather close to me and I thought about the sad incident that had happened to them in the near past; I knew that they were thinking about it too when I made the call.,sadness,sadness,0.3809463381767273,True,0.3189,0.3809,0.0266,0.168,0.0286
I was double crossing Mercy and Maria. They one day came to know each other. I was found by Mercy red-haded when I was with Maria.,disgust,sadness,0.33919066190719604,False,0.0846,0.3392,0.1294,0.08,0.1183
A friend's mother died.,sadness,anger,0.2926974296569824,False,0.0338,0.2137,0.2927,0.22,0.1484
When I saw a large spider crawling up the wall.,fear,joy,0.37652939558029175,False,0.3765,0.2276,0.0328,0.0992,0.0609
At an unjust insult or injure.,sadness,disgust,0.8356889486312866,False,0.0104,0.019,0.0887,0.0201,0.8357
"My son lives with my parents in the country and I feel this feeling always when leaving for Sofia, but the last time it was quite strong.",sadness,sadness,0.3626047968864441,True,0.3423,0.3626,0.0267,0.1941,0.0213
Being in love for the first time.,joy,joy,0.45408228039741516,True,0.4541,0.033,0.1013,0.0706,0.1395
When my grandmother died - at her funeral.,sadness,surprise,0.2772168815135956,False,0.0592,0.1077,0.2292,0.1584,0.1683
When I got permission to study at a place which was far away from my home.,joy,joy,0.455644816160202,True,0.4556,0.2759,0.0257,0.0645,0.0343
"My sister came back home and reproached me for not having tidied up the house, although I had been working all morning and she had done nothing.",anger,anger,0.7872139811515808,True,0.0079,0.0971,0.7872,0.0168,0.0754
"When I had to move away from home to study, and I knew that I would not be coming back home for a long time.",sadness,sadness,0.6518243551254272,True,0.1342,0.6518,0.0439,0.0946,0.0241
"My sister had to undergo a very complicated operation, her eyesight was at stake.",fear,sadness,0.5104132294654846,False,0.0353,0.5104,0.2719,0.0899,0.0454
"When I come home in the evening, the first thing I do is to sit down and smoke a cigarette. One day I found the flat in a totally desolate state. My girl-friend had wanted to tidy up but had not finished.",anger,sadness,0.6343409419059753,False,0.042,0.6343,0.0952,0.14,0.0454
When I was appointed by the Ministry of health to join the teaching staff of one of the medical colleges.,joy,joy,0.5003775954246521,True,0.5004,0.1595,0.0247,0.0868,0.0366
After a motor accident (I was the frong-seat-passenger) I spit blood.,fear,anger,0.6793240308761597,False,0.0181,0.1266,0.6793,0.0337,0.1149
Death of my grnadfather after having been in hospital for so long with cancer of the Oesophagus.,sadness,anger,0.2776951491832733,False,0.0385,0.2663,0.2777,0.1117,0.2122
In a discussion the leader wanted to stop because she was of the opinion that we were not involved and she misjudged our reactions as negative. We however only posed several questions which she couldn't answer.,anger,sadness,0.35277485847473145,False,0.046,0.3528,0.2291,0.0682,0.216
"When, after having cleaned up the kitchen, two hours later I saw that there was a big mess. It irritated me very much.",anger,anger,0.7645774483680725,True,0.0059,0.05,0.7646,0.0299,0.1366
"1976, Soweto uprising in South Africa and the racist Gout's reaction to the students demands concerning the educational system.",sadness,disgust,0.29493337869644165,False,0.0564,0.1012,0.2667,0.1294,0.2949
I was neglected undeservedly.,anger,sadness,0.8612476587295532,False,0.0462,0.8612,0.0222,0.0202,0.0284
My fiancT's family was adopting a 5 years old boy. I felt myself close to him as I never felt before. After some time his mother demanded the care of the kid and we were obliged to send him back.,sadness,sadness,0.31980445981025696,True,0.0929,0.3198,0.2068,0.1455,0.1129
"When a teacher though pretending to be a highly cultivated teacher and a man, slapped a classmate of mine in the face quite undeservedly.",anger,anger,0.4229331314563751,True,0.0188,0.0436,0.4229,0.0459,0.4107
Obscene phone call where the person knew my name.,fear,disgust,0.8018643856048584,False,0.0108,0.0205,0.1046,0.0363,0.8019
I went to a fair where a guy who was drunk kept bothering me and in the end I got really angry.,anger,anger,0.8794415593147278,True,0.0069,0.0349,0.8794,0.0359,0.0323
I was seriously injured in a road accident. The very first steps I took with only one crutch to support me I felt so good. I enjoy being alive.,joy,joy,0.8951530456542969,True,0.8952,0.0422,0.0082,0.0232,0.0092
Joy for me is when all my family gather around home for special occasions as Christmas etc. It really gives me joy to see my family and relatives and to observe natures productivity process which have been going on for centuries.,joy,joy,0.8574416637420654,True,0.8574,0.0524,0.0124,0.0381,0.0111
